"msaId","msa_Name","Lon","Lat","Res_pop","GDP","Bachelor_pct","Patent","FS_degree_scaled","Mob_degree","Pub_degree"
26580,"Huntington-Ashland, WV-KY-OH",-82.5426456,38.4065772,355873,16509915,14,18,70691953,670824,287
26620,"Huntsville, AL",-86.7348706,34.7832617,471824,29467759,26,208,226013793,1053148,3266
26820,"Idaho Falls, ID",-112.4209193,43.6204231,151530,7996470,17,47,56910646,286736,103
26900,"Indianapolis-Carmel-Anderson, IN",-86.2123823,39.74867,2074537,144806700,23,1167,730684398,3259811,8139
26980,"Iowa City, IA",-91.6479303,41.5178058,173105,10702009,29,66,96618762,559231,5988
27060,"Ithaca, NY",-76.4734835,42.4530063,102180,6432476,31,140,56197624,349573,5770
27100,"Jackson, MI",-84.4208679,42.2484738,158510,6498141,15,36,44297263,467312,38
27140,"Jackson, MS",-90.2023875,32.4282801,594806,27968733,20,44,222802595,767950,1925
27180,"Jackson, TN",-88.8826924,35.7532151,178644,8852931,15,7,49489635,292007,35
27260,"Jacksonville, FL",-81.7544462,30.2365943,1559514,87140015,21,217,608515667,2579069,1840
27340,"Jacksonville, NC",-77.4994691,34.7631087,197938,9206722,12,12,98522985,521751,1
27500,"Janesville-Beloit, WI",-89.0752844,42.6698802,163354,7947464,15,50,43121600,505791,106
27620,"Jefferson City, MO",-92.088876,38.6368854,151235,8121870,19,7,52413179,387427,226
27740,"Johnson City, TN",-82.3326926,36.2658223,203649,7950220,18,26,59050571,671880,211
27780,"Johnstown, PA",-78.7104783,40.5102221,130192,5236240,15,15,33427580,336551,96
27860,"Jonesboro, AR",-90.650173,35.6969701,133860,5600206,15,22,55998875,237169,71
27900,"Joplin, MO",-94.3397364,37.0555457,179564,8065173,15,34,42504758,401756,8
28020,"Kalamazoo-Portage, MI",-85.5328544,42.2462657,265066,14831049,24,180,148657346,861920,742
28100,"Kankakee, IL",-87.8611165,41.1395105,109862,6450764,14,16,59573800,394716,11
28140,"Kansas City, MO-KS",-94.4438241,38.9318494,2157990,138499915,25,761,732697650,2872430,4424
28420,"Kennewick-Richland, WA",-119.2540459,46.3639636,299612,16942303,16,97,83762340,548875,4101
28660,"Killeen-Temple, TX",-97.7896384,31.2027301,460303,19518474,14,28,233464490,1039056,314
28700,"Kingsport-Bristol, TN-VA",-82.4401446,36.6041611,307202,14280404,15,45,70102149,827696,33
28740,"Kingston, NY",-74.2654582,41.9472124,177573,7708912,24,114,100243542,1086550,100
28940,"Knoxville, TN",-84.2067014,36.0147907,869046,45335517,20,281,273484960,1549835,8391
29020,"Kokomo, IN",-86.1141178,40.4835368,82544,4472655,15,18,24195156,240237,1
29100,"La Crosse-Onalaska, WI-MN",-91.318743,43.7832461,136616,8541980,22,74,49267926,275357,212
29180,"Lafayette, LA",-92.0493498,29.9577733,489207,21996997,16,86,175303403,809554,306
29200,"Lafayette-West Lafayette, IN",-87.0171117,40.4821533,233002,11751350,19,274,93899836,507325,10302
29340,"Lake Charles, LA",-93.2532434,29.9787547,210409,17999899,14,19,74241844,579958,12
29420,"Lake Havasu City-Kingman, AZ",-113.7496891,35.717705,212181,6005148,10,12,52047817,801460,2
29460,"Lakeland-Winter Haven, FL",-81.6935337,27.9536488,724777,28360410,13,60,224887802,2284791,131
29540,"Lancaster, PA",-76.250198,40.0419921,545724,30427329,18,201,249963611,1590457,1019
29620,"Lansing-East Lansing, MI",-84.4960294,42.7712334,550391,27287751,21,116,210573637,1031538,10649
29700,"Laredo, TX",-99.3407518,27.7607987,276652,11126450,10,2,21657699,471455,4
29740,"Las Cruces, NM",-106.8349684,32.349919,218195,7830931,16,13,55296280,662366,1295
29820,"Las Vegas-Henderson-Paradise, NV",-115.013812,36.2142575,2266715,128496477,16,625,917311204,8644776,1110
29940,"Lawrence, KS",-95.2909475,38.8964168,122259,5160518,28,69,74126134,509051,7007
30020,"Lawton, OK",-98.4309172,34.5291104,126415,5362862,14,1,46078123,314152,2
30140,"Lebanon, PA",-76.4648185,40.3714482,141793,6278654,14,26,50343769,563479,797
30300,"Lewiston, ID-WA",-116.9250166,46.2516957,62990,3145738,16,4,16390292,135973,11
30340,"Lewiston-Auburn, ME",-70.2074347,44.1676811,108277,4899769,16,9,39372784,328527,102
30460,"Lexington-Fayette, KY",-84.4385451,38.1028763,517056,30125272,24,237,198876852,865619,3097
30620,"Lima, OH",-84.1061032,40.7716274,102351,8660540,13,10,23783338,209451,38
30700,"Lincoln, NE",-96.8687434,40.8174581,336374,20551663,24,107,119598328,584439,2668
30780,"Little Rock-North Little Rock-Conway, AR",-92.4005889,34.7557726,742384,38124510,20,89,304886066,1252948,2500
30860,"Logan, UT-ID",-111.7874375,41.8890205,142165,6235341,18,127,73194875,387771,1113
30980,"Longview, TX",-94.6848326,32.4316457,286657,16408685,13,28,61476250,554198,24
31020,"Longview, WA",-122.6784596,46.1967854,110593,5783044,11,17,27088654,414213,6
31080,"Los Angeles-Long Beach-Anaheim, CA",-118.1827533,34.1087033,13214799,1088676191,24,7892,3418090930,23997531,53752
31140,"Louisville/Jefferson County, KY-IN",-85.6816455,38.3058381,1265108,73833749,20,403,401531007,1861248,6014
31180,"Lubbock, TX",-101.6488249,33.4703271,322257,14957872,17,58,87262774,584825,7493
31340,"Lynchburg, VA",-79.2166894,37.3649258,263566,11244872,18,51,93509616,676494,50
31420,"Macon-Bibb County, GA",-83.714305,32.8562163,229996,12088540,16,24,102050690,882264,139
31460,"Madera, CA",-119.7498023,37.2098213,157327,7071620,9,8,41015929,930512,32
31540,"Madison, WI",-89.5971796,43.0842941,664865,52010192,30,620,280459725,1175610,13262
31700,"Manchester-Nashua, NH",-71.7230554,42.9115317,417025,28838608,27,304,191548348,1431400,54
31740,"Manhattan, KS",-96.5622422,39.2684241,130285,7081674,20,35,54610871,284961,5996
31860,"Mankato, MN",-94.1478013,44.1548096,101927,6060499,21,27,45308593,287831,41
31900,"Mansfield, OH",-82.5427812,40.774159,121154,4940011,13,13,27619289,283563,9
32580,"McAllen-Edinburg-Mission, TX",-98.18099,26.3963839,868707,22341504,10,23,84969070,1280880,153
32780,"Medford, OR",-122.6756106,42.4116214,220944,9978542,20,40,56280878,479652,72
32820,"Memphis, TN-MS-AR",-89.8719712,35.0244194,1346045,78866609,19,412,563993617,1626913,2908
32900,"Merced, CA",-120.7228019,37.1948063,277680,10922271,8,25,65312570,1095480,449
33100,"Miami-Fort Lauderdale-Pompano Beach, FL",-80.4787552,26.1018281,6166488,377531846,23,2072,1688017243,8398402,13963
33140,"Michigan City-La Porte, IN",-86.7447386,41.5490129,109888,4330945,13,15,40984688,534181,528
33220,"Midland, MI",-84.3794144,43.6482031,83156,5650311,25,139,24389685,344204,258
33340,"Milwaukee-Waukesha, WI",-87.4815541,43.0176601,1575179,107136039,24,1023,606858465,2289068,8243
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",-93.275361,45.096664,3640043,274191982,28,3864,1059410745,3776512,17063
33540,"Missoula, MT",-113.8926911,47.0272632,119600,5865095,28,25,47942372,222487,949
33660,"Mobile, AL",-88.20787,30.9715095,429536,21672326,15,47,146210622,1039686,862
33700,"Modesto, CA",-121.0028311,37.5623162,550660,26471782,11,42,127355938,1878003,2541
33740,"Monroe, LA",-92.0995498,32.734255,200261,8689002,15,16,70020925,324431,31
33780,"Monroe, MI",-83.4871059,41.916097,150500,6192097,14,47,51341007,768703,3
33860,"Montgomery, AL",-86.4045848,32.3656313,373290,18621097,20,30,142395058,866497,65
34060,"Morgantown, WV",-79.8019121,39.5251551,139044,7863991,23,38,62647766,379794,3911
34580,"Mount Vernon-Anacortes, WA",-121.8157703,48.4932917,129205,7931283,18,19,35805795,485596,47
34620,"Muncie, IN",-85.3992617,40.2275433,114135,4309940,15,16,51138335,371497,382
34740,"Muskegon, MI",-86.751892,43.2892579,173566,6464210,13,32,56617446,517568,26
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",-78.6127235,33.9690951,496901,18461134,18,39,170582705,2582307,43
34900,"Napa, CA",-122.3259045,38.5070999,137744,11816527,25,42,51125181,912952,65
34940,"Naples-Marco Island, FL",-81.4009553,26.118786,384902,19069461,27,132,107410245,1458627,118
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",-86.6441196,36.1181822,1934317,138558743,24,395,892772983,3636019,14753
35100,"New Bern, NC",-77.0813197,35.1168292,124284,5875112,16,23,45998178,338858,29
35300,"New Haven-Milford, CT",-72.9002033,41.3497185,854757,55285964,24,231,434608633,2707545,12830
35380,"New Orleans-Metairie, LA",-89.7013821,29.805532,1270530,83557049,21,170,552791184,3277008,2596
35620,"New York-Newark-Jersey City, NY-NJ-PA",-73.873758,40.77493,19216182,1861147410,28,9668,5611720067,21853516,81730
35660,"Niles, MI",-86.7425435,41.7913818,153401,8088750,20,164,63763583,699118,1727
35840,"North Port-Sarasota-Bradenton, FL",-82.3193579,27.3642461,836995,36550990,24,224,248238575,2346335,353
35980,"Norwich-New London, CT",-72.1086339,41.4726517,265206,19956591,24,110,138712036,1290149,856
36100,"Ocala, FL",-82.0431004,29.2028047,365579,10747608,14,28,103862148,1185162,5
36140,"Ocean City, NJ",-74.8463541,39.0858411,92039,5959758,25,7,44637561,1168369,3
36220,"Odessa, TX",-102.5425068,31.8653008,166223,12705336,9,20,40733328,494931,9
36260,"Ogden-Clearfield, UT",-113.126226,41.276061,683864,30652639,18,245,291076348,1587185,145
36420,"Oklahoma City, OK",-97.5069659,35.4309676,1408950,79475474,20,208,451207722,1719479,5821
36500,"Olympia-Lacey-Tumwater, WA",-122.8301524,46.9358216,290536,14904006,24,54,113437363,802292,260
36540,"Omaha-Council Bluffs, NE-IA",-95.9999701,41.2904587,949442,66243823,23,228,294590280,1211293,2314
36740,"Orlando-Kissimmee-Sanford, FL",-81.3560839,28.4343962,2608147,147218306,21,675,1086101087,10419371,2340
36780,"Oshkosh-Neenah, WI",-88.6681488,44.0857068,171907,10971438,19,144,81223152,720462,76
36980,"Owensboro, KY",-87.077058,37.6937232,119440,6021698,14,12,28302058,257162,4
37100,"Oxnard-Thousand Oaks-Ventura, CA",-119.1331432,34.3587415,846006,54760484,23,599,311100333,3135023,1120
37340,"Palm Bay-Melbourne-Titusville, FL",-80.7003334,28.2983112,601942,27485088,22,288,182705295,1563612,3938
37460,"Panama City, FL",-85.6316798,30.2382176,174705,9017351,17,33,67754983,1015883,48
37860,"Pensacola-Ferry Pass-Brent, FL",-87.1618275,30.6554013,502629,22100769,18,50,189232857,1271344,166
37900,"Peoria, IL",-89.6974658,40.7088872,400561,23669529,19,330,117817731,664040,408
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",-75.3119824,39.8949576,6102434,454692188,26,2507,2225376471,9972949,42138
38060,"Phoenix-Mesa-Chandler, AZ",-112.0678624,33.1857653,4948203,272113776,20,2387,1578837063,6412596,7539
38220,"Pine Bluff, AR",-91.9457289,34.0812083,87804,3699066,12,1,41293348,309128,185
